,index,name,price,mileage,ex_color,in_color,drivetrain,mpg,fuel_type,transmission,engine
1052,18,2020 Kia Stinger GT2,47000,47000, Snow White Pearl , Black , All-wheel Drive ,17–25,Gasoline ,8-Speed Automatic,3.3L V6 24V GDI DOHC Twin Turbo
1053,19,2019 BMW 330 i xDrive,36989,36989, Black Sapphire Metallic , Cognac , All-wheel Drive ,25–34,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
1054,0,2019 Honda CR-V EX-L,33783,33783, Modern Steel Metallic , Black , All-wheel Drive ,27–33,Gasoline ,Variable,Intercooled Turbo Regular Unleaded I-4 1.5 L/91
1055,1,2019 Audi A3 Premium,29250,29250, Brilliant Black , Black , Front-wheel Drive ,26–35,Gasoline ,Automatic,Intercooled Turbo Regular Unleaded I-4 2.0 L/121
1056,2,2021 Kia Seltos S,28592,28592, Mars Orange , Black , Front-wheel Drive ,29–34,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC
1057,3,2020 Cadillac XT4 Sport,39957,39957, Crystal White Tri-Coat , Light Wheat , All-wheel Drive ,22–29,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
1058,4,2021 Toyota Corolla LE,23997,23997, Barcelona Red Metallic , Black , Front-wheel Drive ,30–38,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC
1059,5,2019 Cadillac Escalade ESV Platinum,59899,59899, Black Raven , Jet Black , Four-wheel Drive ,14–21,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV
1060,6,2016 Jaguar F-TYPE R,60000,60000, White , Red , All-wheel Drive ,15–23,Gasoline Fuel ,8-Speed A/T,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel
1061,7,2019 Jeep Grand Cherokee Limited,38189,38189, Granite Crystal Clearcoat Metallic , Black , Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC
1062,8,2020 Chrysler Pacifica Limited,36997,36997, Silver , White , Front-wheel Drive ,19–28,Gasoline ,9-Speed Automatic,3.6L V6 24V MPFI DOHC
1063,9,2021 Chevrolet Corvette Stingray w/2LT,107999,107999, Red Mist Metallic Tintcoat , Jet Black , Rear-wheel Drive ,15–27,Gasoline ,8-Speed Automatic with Auto-Shift,6.2L V8 16V GDI OHV
1064,10,2021 Toyota 4Runner Limited,48000,48000, Super White , Sand Beige , Four-wheel Drive ,16–19,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC
1065,11,2013 BMW X5 xDrive35i,18000,18000, Space Gray Metallic , Oyster , All-wheel Drive ,16–23,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
1066,12,2020 BMW X3 xDrive30i,35117,35117, Alpine White , Black , All-wheel Drive ,24–29,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
1067,13,2019 Land Rover Range Rover Velar P250 S,52999,52999, Firenze Red , Ebony / Ebony , Four-wheel Drive ,21–27,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
1068,14,2020 Honda Accord Sport 1.5T,29294,29294, Crystal Black Pearl , Black , Front-wheel Drive ,29–35,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
1069,15,2018 BMW M5 Base,81511,81511, Black Sapphire Metallic , Black , All-wheel Drive ,15–21,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo
1070,16,2017 RAM 1500 Laramie,41998,41998, Black , Black , Four-wheel Drive ,16–23,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV
1071,17,2021 BMW M3 Competition,89816,89816, Brooklyn Gray Metallic , Black , Rear-wheel Drive ,16–23,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Twin Turbo
1072,18,2020 Cadillac XT5 Premium Luxury,35793,35793, Shadow Metallic , Jet Black , All-wheel Drive ,21–26,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC
1073,19,2021 Tesla Model Y Long Range,71650,71650, Black , White / Black , All-wheel Drive ,131–117,Electric ,1-Speed Automatic,Electric
1074,0,2018 BMW X3 M40i,42900,42900, Dark Graphite Metallic , Black , All-wheel Drive ,20–27,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
1075,1,2015 Audi Q7 3.0T S line Prestige,25500,25500, Glacier White Metallic , Black , All-wheel Drive ,16–22,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged
1076,2,2018 Audi Q5 2.0T Tech Premium,34999,34999, Moonlight Blue Metallic , Atlas Beige / Gray , All-wheel Drive ,23–27,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo
1077,3,2020 Jeep Grand Cherokee Limited,38640,38640, Diamond Black , Black , Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC
1078,4,2019 BMW X3 xDrive30i,41900,41900, Dark Graphite Metallic , Cognac , All-wheel Drive ,22–29,Gasoline ,8-Speed Automatic w/OD,4 Cylinder Engine
1079,5,2020 Nissan Rogue S,23972,23972, Caspian Blue Metallic , Charcoal , Front-wheel Drive ,26–33,Gasoline ,Variable,Regular Unleaded I-4 2.5 L/152
1080,6,2021 Tesla Model Y Long Range,68712,68712, White , Black , All-wheel Drive ,131–117,Electric ,1-Speed Automatic,Electric
1081,7,2017 Toyota RAV4 Hybrid Limited,28899,28899, Blizzard Pearl , Black , All-wheel Drive ,34–30,Hybrid ,Automatic CVT,2.5L I4 16V MPFI DOHC Hybrid
1082,8,2020 Honda Pilot EX-L,37987,37987, Black , – , All-wheel Drive ,18–26,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI SOHC
1083,9,2020 Honda Pilot EX-L,38996,38996, Gray , Gray , Front-wheel Drive ,19–27,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI SOHC
1084,10,2020 Mercedes-Benz GLA 250 Base 4MATIC,35997,35997, White , Beige , All-wheel Drive ,22–30,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo
1085,11,2018 Chevrolet Tahoe Premier,38595,38595, Tungsten Metallic , Jet Black , Rear-wheel Drive ,16–23,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV
1086,12,2019 Honda CR-V EX-L,30991,30991, Gunmetal Metallic , Black , Front-wheel Drive ,28–34,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
1087,13,2021 Chevrolet Tahoe Z71,74492,74492, Shadow Gray Metallic , Black , Four-wheel Drive ,16–20,Gasoline ,10-Speed Automatic,5.3L V8 16V GDI OHV
1088,14,2018 Ford Explorer Platinum,38000,38000, Shadow Black , Ebony , Four-wheel Drive ,16–22,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo
1089,15,2013 BMW 528 i xDrive,14995,14995, Black , – , All-wheel Drive ,22–33,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
1090,16,2021 Toyota 4Runner Nightshade,57998,57998, Gray , – , Four-wheel Drive ,16–19,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC
1091,17,2021 Tesla Model Y Performance,73605,73605, Red Multi , Black , All-wheel Drive ,115–106,Electric ,1-Speed Automatic,Electric
1092,18,2020 Lexus ES 350 Base,39595,39595, Nebula Gray Pearl , Chateau , Front-wheel Drive ,22–32,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC
1093,0,2018 Mercedes-Benz GLC 300 Base 4MATIC,31992,31992, Selenite Gray Metallic , Black , All-wheel Drive ,21–28,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
1094,1,2019 Lincoln Navigator L Black Label,78391,78391, Infinite Black Metallic , Mahogany Red , Four-wheel Drive ,None,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo
1095,2,2021 Chevrolet Suburban LT,66656,66656, Iridescent Pearl Tricoat , Gideon , Rear-wheel Drive ,16–20,Gasoline ,10-Speed Automatic,5.3L V8 16V GDI OHV
1096,3,2019 Chevrolet Blazer RS,42999,42999, Black , Jet Black , All-wheel Drive ,18–25,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC
1097,4,2019 BMW X5 xDrive40i,53500,53500, Tanzanite Blue II Metallic , Black , All-wheel Drive ,20–26,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
1098,5,2018 BMW X1 sDrive28i,28862,28862, Mineral Gray Metallic , Black , Front-wheel Drive ,23–32,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
1099,6,2018 Jeep Grand Cherokee Limited,33663,33663, Diamond Black , Black , Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC
1100,7,2019 Cadillac Escalade Luxury,60032,60032, Black Raven , Jet Black , Four-wheel Drive ,14–21,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV
1101,8,2016 Ford F-350 Lariat Super Duty,62666,62666, Magnetic , Black , Four-wheel Drive ,None,Diesel ,6-Speed Automatic,6.7L V8 32V DDI OHV Turbo Diesel
1102,9,2017 Porsche 718 Boxster S,69990,69990, Black , Black , Rear-wheel Drive ,20–26,Gasoline ,7-Speed Automatic with Auto-Shift,2.5L H4 16V GDI DOHC Turbo
1103,10,2021 Chevrolet Equinox Premier,33595,33595, Midnight Blue Metallic , – , Front-wheel Drive ,26–31,Gasoline ,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo
1104,11,2019 Mazda CX-9 Touring,32995,32995, Jet Black Mica , Black , Front-wheel Drive ,22–28,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC Turbo
1105,12,2020 Volvo XC40 T5 R-Design,39500,39500, Thunder Gray Metallic , Charcoal , All-wheel Drive ,22–30,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
1106,13,2016 Audi A7 3.0T Premium Plus,35994,35994, Tornado Gray Metallic , Black , All-wheel Drive ,20–30,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged
1107,14,2021 Mercedes-Benz GLE 350 Base 4MATIC,65999,65999, Emerald Green Metallic , Macchiato Beige , All-wheel Drive ,19–26,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
1108,15,2018 BMW X2 xDrive28i,31812,31812, Blue Metallic , Oyster / Black , All-wheel Drive ,21–31,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
1109,16,2019 Ford F-150 XLT,42998,42998, Ingot Silver Metallic , Black , Four-wheel Drive ,None,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo
1110,17,2019 Honda Civic Sport,23593,23593, White , Black , Front-wheel Drive ,29–37,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC
1111,18,2021 Buick Encore Preferred,26252,26252, Ebony Twilight Metallic , – , Front-wheel Drive ,24–32,Gasoline ,6-Speed Automatic,1.4L I4 16V GDI DOHC Turbo
1112,19,2019 GMC Acadia SLE-1,28917,28917, Dark Sky Metallic , Jet Black , All-wheel Drive ,21–25,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC
1113,0,2019 Toyota 4Runner Limited,49622,49622, Black , Black Graphite , Four-wheel Drive ,17–20,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC
1114,1,2020 Acura MDX 3.5L Technology & A-Spec Pkgs,41488,41488, Platinum White Pearl , Red , All-wheel Drive ,19–25,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC
1115,2,2022 Volkswagen Atlas Cross Sport 2.0T SE w/Technology,36998,36998, Platinum Gray Metallic , Titan Black , All-wheel Drive ,20–24,Gasoline ,8-Speed Automatic with Tiptronic,2.0L
1116,3,2019 Jeep Grand Cherokee Overland,44998,44998, Black , Tan , Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC
1117,4,2019 Mercedes-Benz CLS 450 Base 4MATIC,67992,67992, Obsidian Black Metallic , Black , All-wheel Drive ,23–30,Gasoline ,9-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
1118,5,2020 Mitsubishi Outlander SP,24980,24980, Charcoal , Black , Front-wheel Drive ,25–30,Gasoline ,Automatic CVT,2.4L I4 16V MPFI SOHC
1119,6,2021 Toyota Camry SE,27989,27989, Super White , Black , Front-wheel Drive ,28–39,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
1120,7,2020 Cadillac XT6 Premium Luxury AWD,49987,49987, Crystal White Tri-Coat , Jet Black , All-wheel Drive ,17–24,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC
1121,8,2018 Subaru Outback 2.5i Premium,28990,28990, Magnetite Gray Metallic , Black , All-wheel Drive ,25–32,Gasoline ,Automatic CVT,2.5L H4 16V MPFI DOHC
1122,9,2011 Toyota Sienna XLE,16295,16295, Silver , Tan , Front-wheel Drive ,18–24,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI DOHC
1123,10,2021 Audi Q7 55 Premium,66000,66000, Glacier White Metallic , Black , All-wheel Drive ,18–23,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo
1124,11,2019 BMW X5 xDrive40i,58591,58591, Jet Black , Black , All-wheel Drive ,20–26,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
1125,12,2019 Toyota 4Runner Limited Nightshade,47589,47589, Midnight Black Metallic , Black Graphite , Four-wheel Drive ,17–20,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC
1126,13,2018 BMW X1 xDrive28i,20991,20991, White , Brown , All-wheel Drive ,22–31,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
1127,14,2019 Honda CR-V EX-L,35500,35500, Crystal Black Pearl , Black , All-wheel Drive ,27–33,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
1128,15,2012 Volkswagen Golf R 2-Door,17995,17995, Rising Blue Metallic , Titan Black , All-wheel Drive ,19–27,Gasoline ,6-SPEED M/T,4 Cylinder Engine
1129,16,2019 Acura RDX Technology Package,36991,36991, Gray , Ebony , Front-wheel Drive ,22–28,Gasoline ,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
1130,17,2019 Volvo XC90 T6 Momentum,48800,48800, Osmium Gray Metallic , Charcoal , All-wheel Drive ,19–26,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC
1131,18,2020 Chevrolet Trax LS,21200,21200, Stone Gray Metallic , Black , All-wheel Drive ,24–29,Gasoline ,6-Speed Automatic,1.4L I4 16V MPFI DOHC Turbo
1132,19,2021 Honda CR-V Touring,36955,36955, Super White , Gray , Front-wheel Drive ,28–34,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
1133,0,2018 Honda CR-V EX-L,29706,29706, Molten Lava Pearl , Ivory , All-wheel Drive ,27–33,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
1134,1,2019 Mercedes-Benz GLC 300 Base 4MATIC,37449,37449, Black , Black , All-wheel Drive ,22–27,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
1135,2,2019 Honda CR-V EX-L,35000,35000, Molten Lava Pearl , Ivory , All-wheel Drive ,27–33,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
1136,3,2019 Land Rover Discovery HSE LUXURY,61950,61950, Fuji White , Tan / Ebony , Four-wheel Drive ,16–21,Gasoline ,Automatic,V6
1137,4,2018 Jeep Grand Cherokee High Altitude,36957,36957, Diamond Black , Black , Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC
1138,5,2019 Lexus RX 450h F Sport,53995,53995, Ultra White , Red , All-wheel Drive ,31–28,Hybrid ,Automatic CVT,3.5L V6 24V PDI DOHC Hybrid
1139,6,2020 Nissan Rogue S,26877,26877, Magnetic Black , Charcoal , Front-wheel Drive ,26–33,Gasoline ,Automatic CVT,2.5L I4 16V MPFI DOHC
1140,7,2019 Hyundai Kona EV Ultimate,39977,39977, Galactic Gray , Pebble Blue , Front-wheel Drive ,132–108,Electric ,1-Speed Automatic,Electric
1141,8,2021 Chevrolet Trailblazer LS,24560,24560, Mosaic Black Metallic , Black , Front-wheel Drive ,28–31,Gasoline ,Automatic CVT,1.2L I3 12V GDI DOHC Turbo
1142,9,2021 Audi e-tron Prestige,75992,75992, Brilliant Black , Pearl Beige , All-wheel Drive ,78–77,Electric ,1-Speed Automatic,Electric
1143,10,2019 BMW X7 xDrive40i,66965,66965, Carbon Black Metallic , Black , All-wheel Drive ,20–25,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
1144,11,2019 BMW 430 i,38999,38999, Black Sapphire Metallic , Black , Rear-wheel Drive ,24–34,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
1145,12,2018 Toyota RAV4 Limited,28999,28999, Magnetic Gray Metallic , – , Front-wheel Drive ,23–29,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC
1146,13,2021 BMW 228 Gran Coupe 228i sDrive Gran Coupe,39995,39995, Mineral Gray Metallic , – , Front-wheel Drive ,24–33,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
1147,14,2021 Lexus NX 300 Base,42996,42996, Nebula Gray Pearl , Red , All-wheel Drive ,22–28,Gasoline ,6-Speed Automatic,2.0L I4 16V PDI DOHC Turbo
1148,15,2019 Volvo XC90 T6 Inscription,51589,51589, Osmium Gray Metallic , Charcoal , All-wheel Drive ,19–26,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC
1149,16,2018 Volvo XC60 T6 Momentum,37997,37997, Onyx Black Metallic , Charcoal , All-wheel Drive ,21–27,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC
1150,17,2019 BMW X5 xDrive40i,56962,56962, Jet Black , Black , All-wheel Drive ,20–26,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
1151,18,2020 Subaru Legacy ,30877,30877, Crystal Black Silica , Black , All-wheel Drive ,27–35,Gasoline ,Automatic CVT,2.5L H4 16V GDI DOHC
1152,19,2019 Jeep Grand Cherokee Limited,34000,34000, Black , Black , Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC
1153,0,2021 Jeep Cherokee Limited,34995,34995, Diamond Black , Black , Four-wheel Drive ,19–27,Gasoline ,9-Speed Automatic,3.2L V6 24V MPFI DOHC
1154,1,2016 Acura ILX 2.4L,21540,21540, Gray , Ebony , Front-wheel Drive ,25–36,Gasoline ,8-Speed Automatic with Auto-Shift,2.4L I4 16V GDI DOHC
1155,2,2019 BMW 330 i xDrive,40781,40781, Jet Black , Black , All-wheel Drive ,25–34,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
1156,3,2019 BMW X3 xDrive30i,41998,41998, Black , Black , All-wheel Drive ,22–29,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
1157,4,2022 Mercedes-Benz GLE 350 Base 4MATIC,64220,64220, Selenite Gray Metallic , Black , All-wheel Drive ,None,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
1158,5,2019 BMW 740 i,46880,46880, Singapore Gray Metallic , Black , Rear-wheel Drive ,21–29,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
1159,6,2018 Chevrolet Tahoe LT,44450,44450, Summit White , Black , Four-wheel Drive ,16–22,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV
1160,7,2006 Toyota Sequoia Limited,3995,3995, Tan , Gray , Four-wheel Drive ,15–17,Gasoline ,5-Speed Automatic,4.7L V8 32V MPFI DOHC
1161,8,2011 Toyota Prius IV,10500,10500, White , Beige , Front-wheel Drive ,51–48,Gas/Electric Hybrid ,CVT Transmission,98.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid
1162,9,2019 Honda CR-V EX-L,33908,33908, Gray , Gray , All-wheel Drive ,27–33,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
1163,10,2011 GMC Yukon Denali,6500,6500, White Diamond Tri-Coat , Light Tan , All-wheel Drive ,13–18,E85 Flex Fuel ,6-Speed Automatic,6.2L V8 16V MPFI OHV Flexible Fuel
1164,11,2018 Tesla Model 3 Mid Range,47000,47000, Black , Black , Rear-wheel Drive ,128–117,Electric ,1-Speed Automatic,Electric
1165,12,2020 Chevrolet Camaro 2SS,55352,55352, Black , Black , Rear-wheel Drive ,16–24,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV
1166,13,2018 Toyota RAV4 LE,28391,28391, Ruby , Black , All-wheel Drive ,22–28,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC
1167,14,2012 Toyota Corolla S,6999,6999, Gray , – , Front-wheel Drive ,26–34,Gasoline ,4-Speed Automatic,1.8L I4 16V MPFI DOHC
1168,15,2019 Chevrolet Equinox Premier w/1LZ,29897,29897, Nightfall Gray Metallic , Jet Black , Front-wheel Drive ,26–32,Gasoline ,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo
1169,16,2021 RAM 1500 Laramie,48250,48250, Maximum Steel Metallic , Black , Rear-wheel Drive ,20–25,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV
1170,17,2020 Mercedes-Benz GLC 350e Base 4MATIC,39900,39900, Polar White , Silk Beige / Black , All-wheel Drive ,None,Hybrid ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid
1171,18,2018 Volvo XC60 T6 Momentum,42962,42962, Electric Silver Metallic , Charcoal , All-wheel Drive ,21–27,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC
1172,19,2020 Honda CR-V EX-L,33763,33763, Platinum White Pearl , Ivory , All-wheel Drive ,27–32,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
1173,0,2017 INFINITI QX80 Base,43998,43998, Black , Black , All-wheel Drive ,13–19,Gasoline ,7-Speed Automatic,5.6L V8 32V GDI DOHC
1174,1,2019 Lexus RX 350 350,48595,48595, Nebula Gray Pearl , Brown , Front-wheel Drive ,20–28,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC
1175,2,2021 Nissan Rogue SV,33413,33413, Gun Metallic , Charcoal , All-wheel Drive ,25–32,Gasoline ,Automatic CVT,2.5L I4 16V GDI DOHC
1176,3,2019 Lexus RX 350 350,44503,44503, Nebula Gray Pearl , Black , Front-wheel Drive ,20–28,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC
1177,4,2021 GMC Yukon AT4,75995,75995, Onyx Black , Jet Black , Four-wheel Drive ,16–20,Gasoline ,10-Speed Automatic,5.3L V8 16V GDI OHV
1178,5,2019 BMW i3 120Ah,32850,32850, Black , Deka Dark , Rear-wheel Drive ,124–102,Electric ,1-Speed Automatic,Electric
1179,6,2018 Chevrolet Silverado 1500 LTZ,38200,38200, Black , Jet Black , Four-wheel Drive ,None,Gasoline ,8-Speed Automatic with Overdrive,5.3L V8 16V GDI OHV
1180,7,2019 Jeep Grand Cherokee Limited,30000,30000, Granite Crystal Clearcoat Metallic , Black , Rear-wheel Drive ,19–26,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC
1181,8,2018 Toyota RAV4 LE,28481,28481, Electric Storm Blue , Black , Front-wheel Drive ,23–30,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC
1182,9,2020 Toyota Tundra SR5,53587,53587, Midnight Black Metallic , Black , Four-wheel Drive ,13–17,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC
1183,10,2017 Mercedes-Benz GLS 450 Base 4MATIC,33992,33992, Gray , – , AWD ,19–22,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo
1184,11,2020 Mercedes-Benz E-Class E 450 4MATIC,60997,60997, Polar White , Macchiato Beige , All-wheel Drive ,20–28,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo
1185,12,2020 Honda CR-V EX-L,34599,34599, Gray , Black , All-wheel Drive ,27–32,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
1186,13,2021 BMW 330 i,43200,43200, Mineral White Metallic , Beige , Rear-wheel Drive ,26–36,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
1187,14,2020 BMW M340 i xDrive,51209,51209, Black Sapphire Metallic , Black , All-wheel Drive ,22–30,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
1188,15,2021 Ford F-150 Lariat,58117,58117, Lead Foot , Black , Four-wheel Drive ,19–24,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo
1189,16,2020 RAM 1500 Limited,57900,57900, Diamond Black , Black , Four-wheel Drive ,19–24,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV
1190,17,2021 GMC Yukon Denali,84991,84991, Dark Sky Metallic , Jet Black , Four-wheel Drive ,14–19,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV
1191,18,2020 Subaru Ascent Touring 7-Passenger,42910,42910, Cinnamon Brown Pearl , Java Brown , All-wheel Drive ,20–26,Gasoline ,Automatic CVT,2.4L H4 16V GDI DOHC Turbo
1192,19,2017 Chevrolet Tahoe LT,42498,42498, Pepperdust Metallic , Jet Black , Four-wheel Drive ,16–22,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV
